Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (C),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (°),Ignition Timing (°),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI NEW (°),Intake Temp (C),Intake Temp Manifold (C),MAF Corr (g/s),MAF Freq (kHz),Man Abs Press (psi),Oil Temp (C),RPM (RPM),Req Torque (Nm),Req Torque Bst Targets (Nm),TD Boost Error (psi),TD Integ WG Pos Corr (mm),TD Prop WG Pos Corr (mm),TGV Map Ratio (mult),Target Boost Final Rel (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Init Pos Final (mm),Wastegate Pos Actual (mm),Wastegate Pos Comm (mm),Wastegate Pos Comm Final (mm),"AP Info:[AP3-SUB-006 v1.7.5.0-25910][2023 USDM WRX MT][Reflash: Stage1 93 v310.ptm]"
143.514,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.14,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1274,358,3,0.0,24.00,2.01,0.659,327.5,13,21,11.66,3.807,3.08,103,3658,0.00,2.14,2.04,0.000,0.000,0.000,-9.10,10.0,48,0.000,0.536,0.000,-0.671,0
143.542,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.14,-11.09,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1274,358,3,0.0,24.00,2.01,0.659,327.5,13,21,11.65,3.784,3.12,103,3651,0.00,2.14,2.00,0.000,0.000,0.000,-9.10,10.0,48,0.000,0.530,0.000,-0.671,0
143.559,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.14,-11.06,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1274,358,3,0.0,24.00,2.01,0.659,327.5,13,21,11.64,3.794,3.16,103,3651,0.00,2.14,1.94,0.000,0.000,0.000,-9.10,10.0,48,0.000,0.536,0.000,-0.671,0
143.586,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.06,-10.99,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1274,358,3,0.0,24.00,2.01,0.659,327.5,13,21,11.65,3.738,3.22,103,3651,0.00,2.14,1.88,0.000,0.000,0.000,-9.10,10.0,48,0.000,0.530,0.000,-0.671,0
143.601,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.11,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1279,358,3,0.0,24.00,2.00,0.659,327.5,13,21,11.64,3.809,3.10,103,3648,0.00,2.14,1.96,0.000,0.000,0.000,-9.10,10.0,48,0.000,0.530,0.000,-0.671,0
143.623,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.01,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1279,358,3,0.0,24.00,2.01,0.659,327.5,13,21,11.63,3.851,3.20,103,3651,0.00,2.14,1.99,0.000,0.000,0.000,-9.10,10.0,48,0.000,0.530,0.000,-0.671,0
143.655,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.30,-11.10,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1279,358,3,0.0,24.00,2.00,0.659,328.0,13,21,11.62,3.868,3.11,103,3648,0.00,2.14,1.94,0.000,0.000,0.000,-9.10,9.8,48,0.000,0.536,0.000,-0.671,0
143.685,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.30,-11.02,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1285,358,3,0.0,24.00,2.00,0.659,328.0,13,21,11.62,3.785,3.19,103,3642,0.00,2.05,1.93,0.000,0.000,0.000,-9.10,9.8,48,0.000,0.530,0.000,-0.671,0
143.715,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.12,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1285,358,3,0.0,24.00,1.99,0.659,328.5,13,21,11.55,3.892,3.10,103,3624,0.00,2.05,2.00,0.000,0.000,0.000,-9.10,9.8,48,0.000,0.530,0.000,-0.671,0
143.739,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.06,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1285,358,3,0.0,24.00,1.99,0.659,329.0,13,21,11.50,3.528,3.15,103,3622,0.00,2.05,1.94,0.000,0.000,0.000,-9.10,9.8,48,0.000,0.536,0.000,-0.671,0
143.754,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.17,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1290,358,3,0.0,24.00,1.99,0.659,329.5,13,21,11.42,3.594,3.05,103,3620,0.00,2.05,2.04,0.000,0.000,0.000,-9.10,9.8,48,0.000,0.530,0.000,-0.671,0
143.769,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.09,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1290,358,3,0.0,24.00,1.98,0.659,330.0,13,21,11.35,3.914,3.13,103,3608,0.00,2.05,1.95,0.000,0.000,0.000,-9.10,9.8,48,0.000,0.530,0.000,-0.671,0
143.796,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.30,-11.15,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1290,358,3,0.0,24.00,1.98,0.659,330.0,13,21,11.32,3.603,3.06,103,3613,0.00,2.05,2.03,0.000,0.000,0.000,-9.10,9.8,48,0.000,0.530,0.000,-0.671,0
143.826,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.08,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1294,358,3,0.0,24.00,1.98,0.659,330.0,13,21,11.30,3.733,3.13,103,3606,0.00,2.05,1.98,0.000,0.000,0.000,-9.10,9.8,48,0.000,0.536,0.000,-0.671,0
143.856,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.30,-11.17,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1295,358,3,0.0,24.00,1.98,0.659,330.0,13,21,11.27,3.831,3.05,103,3606,0.00,2.05,2.01,0.000,0.000,0.000,-9.10,9.8,47,0.000,0.530,0.000,-0.671,0
143.871,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.30,-11.08,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1296,358,3,0.0,24.00,1.97,0.659,330.0,13,21,11.22,3.646,3.13,103,3595,0.00,2.05,1.97,0.000,0.000,0.000,-9.10,9.8,47,0.000,0.530,0.000,-0.671,0
143.891,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.30,-11.13,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1295,358,3,0.0,24.00,1.97,0.659,330.0,13,21,11.19,3.797,3.08,103,3589,0.00,2.05,2.01,0.000,0.000,0.000,-9.10,9.8,47,0.000,0.536,0.000,-0.671,0
143.910,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.30,-11.12,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1301,358,3,0.0,24.00,1.97,0.659,330.0,13,21,11.20,3.809,3.09,103,3585,0.00,2.05,2.04,0.000,0.000,0.000,-9.10,9.8,47,0.000,0.530,0.000,-0.671,0
143.936,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.14,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1301,358,3,0.0,24.00,1.96,0.659,330.0,13,21,11.16,3.632,3.08,103,3575,0.00,2.05,2.04,0.000,0.000,0.000,-9.10,9.8,47,0.000,0.536,0.000,-0.671,0
143.965,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.30,-11.14,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1301,358,3,0.0,24.00,1.96,0.659,329.5,13,21,11.17,3.742,3.08,103,3571,0.00,2.05,2.04,0.000,0.000,0.000,-9.10,9.8,47,0.000,0.536,0.000,-0.671,0
143.986,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.09,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1306,358,3,0.0,24.00,1.96,0.659,329.5,13,21,11.19,3.720,3.13,103,3567,0.00,2.05,1.99,0.000,0.000,0.000,-9.10,9.8,47,0.000,0.536,0.000,-0.671,0
144.012,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.09,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1306,358,3,0.0,24.00,1.96,0.659,329.5,13,21,11.21,3.837,3.12,103,3574,0.00,2.05,1.99,0.000,0.000,0.000,-9.10,9.8,47,0.000,0.536,0.000,-0.671,0
144.037,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.07,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1306,358,3,0.0,24.00,1.96,0.659,329.5,13,21,11.19,3.842,3.14,103,3567,0.00,2.05,1.97,0.000,0.000,0.000,-9.10,9.8,47,0.000,0.536,0.000,-0.671,0
144.053,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.14,-11.17,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1306,358,3,0.0,24.00,1.96,0.659,329.5,13,21,11.19,3.675,3.05,103,3563,0.00,2.05,2.07,0.000,0.000,0.000,-9.10,9.8,47,0.000,0.530,0.000,-0.671,0
144.076,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.14,-11.06,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1311,358,3,0.0,24.00,1.96,0.659,329.5,13,21,11.17,3.750,3.16,103,3564,0.00,2.05,1.96,0.000,0.000,0.000,-9.10,9.8,47,0.000,0.530,0.000,-0.671,0
144.092,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.11,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1311,358,3,0.0,24.00,1.96,0.659,329.0,13,21,11.17,3.710,3.11,103,3561,0.00,2.05,1.98,0.000,0.000,0.000,-9.10,9.8,47,0.000,0.536,0.000,-0.671,0
144.116,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.14,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1311,358,3,0.0,24.00,1.95,0.659,329.0,13,21,11.16,3.586,3.07,103,3555,0.00,2.05,2.02,0.000,0.000,0.000,-9.10,9.8,47,0.000,0.536,0.000,-0.671,0
144.132,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.09,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1311,358,3,0.0,24.00,1.95,0.659,329.0,13,21,11.14,3.826,3.12,103,3544,0.00,2.05,1.99,0.000,0.000,0.000,-9.10,9.7,47,0.000,0.530,0.000,-0.671,0
144.162,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.11,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1316,358,3,0.0,24.00,1.94,0.659,329.0,13,21,11.13,3.882,3.11,103,3540,0.00,2.05,2.01,0.000,0.000,0.000,-9.10,9.7,47,0.000,0.530,0.000,-0.671,0
144.180,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.14,-11.08,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1316,358,3,0.0,24.00,1.94,0.659,328.5,13,21,11.12,3.735,3.13,103,3540,0.00,2.05,1.99,0.000,0.000,0.000,-9.10,9.7,47,0.000,0.536,0.000,-0.671,0
144.200,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.14,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1316,358,3,0.0,24.00,1.94,0.659,329.0,13,21,11.13,3.806,3.08,103,3540,0.00,2.05,1.99,0.000,0.000,0.000,-9.10,9.7,47,0.000,0.530,0.000,-0.671,0
144.219,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.18,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1320,358,3,0.0,24.00,1.95,0.659,329.0,13,21,11.13,3.817,3.04,103,3542,0.00,2.05,2.08,0.000,0.000,0.000,-9.10,9.7,47,0.000,0.530,0.000,-0.671,0
144.246,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.11,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1322,358,3,0.0,24.00,1.95,0.659,329.0,13,22,11.14,3.700,3.11,103,3546,0.00,2.05,1.99,0.000,0.000,0.000,-9.10,9.7,47,0.000,0.530,0.000,-0.671,0
144.275,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.16,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1322,358,3,0.0,24.00,1.95,0.659,329.0,13,22,11.08,3.664,3.05,103,3544,0.00,2.05,2.02,0.000,0.000,0.000,-9.10,9.7,47,0.000,0.530,0.000,-0.671,0
144.290,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.12,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1322,358,3,0.0,24.00,1.95,0.659,329.0,13,22,11.10,3.846,3.10,103,3544,0.00,2.05,2.05,0.000,0.000,0.000,-9.10,9.7,47,0.000,0.536,0.000,-0.671,0
144.316,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.14,-11.11,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1327,358,3,0.0,24.00,1.94,0.659,328.5,13,22,11.08,3.596,3.11,103,3534,0.00,2.05,2.01,0.000,0.000,0.000,-9.10,9.7,47,0.000,0.530,0.000,-0.671,0
144.332,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.15,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1327,358,3,0.0,24.00,1.94,0.659,328.5,13,22,11.07,3.688,3.07,103,3527,0.00,2.05,2.05,0.000,0.000,0.000,-9.10,9.7,47,0.000,0.536,0.000,-0.671,0
144.355,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.15,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1327,358,3,0.0,24.00,1.93,0.659,328.5,13,22,11.06,3.823,3.06,103,3515,0.00,2.09,2.00,0.000,0.000,0.000,-9.10,9.7,47,0.000,0.536,0.000,-0.671,0
144.386,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.16,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1327,358,3,0.0,24.00,1.93,0.659,328.0,13,22,11.06,3.676,3.05,103,3507,0.00,2.09,2.03,0.000,0.000,0.000,-9.10,9.7,47,0.000,0.530,0.000,-0.671,0
144.409,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.14,-11.12,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1332,358,3,0.0,24.00,1.93,0.659,328.0,13,22,11.04,3.798,3.10,103,3506,0.00,2.16,2.10,0.000,0.000,0.000,-9.09,9.7,46,0.000,0.530,0.000,-0.671,0
144.434,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.15,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1332,358,3,0.0,24.00,1.92,0.659,327.5,13,22,11.04,3.613,3.07,103,3499,0.00,2.16,2.05,0.000,0.000,0.000,-9.09,9.6,46,0.000,0.530,0.000,-0.671,0
144.460,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.14,-11.17,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1331,358,3,0.0,24.00,1.92,0.659,327.5,13,22,11.02,3.717,3.04,103,3499,0.00,2.16,2.08,0.000,0.000,0.000,-9.09,9.6,46,0.000,0.530,0.000,-0.671,0
144.477,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.15,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1332,358,3,0.0,24.00,1.92,0.659,327.5,13,22,10.98,3.766,3.06,103,3496,0.00,2.16,2.06,0.000,0.000,0.000,-9.09,9.6,46,0.000,0.530,0.000,-0.671,0
144.505,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.14,-11.15,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1338,358,3,0.0,24.00,1.92,0.659,327.5,13,22,10.95,3.749,3.06,103,3493,0.00,2.16,2.06,0.000,0.000,0.000,-9.09,9.6,46,0.000,0.530,0.000,-0.671,0
144.524,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.16,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1338,358,3,0.0,24.00,1.92,0.659,327.5,13,22,10.93,3.689,3.05,103,3492,0.00,2.16,2.08,0.000,0.000,0.000,-9.09,9.6,46,0.000,0.536,0.000,-0.671,0
144.550,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.17,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1338,358,3,0.0,24.00,1.92,0.659,327.5,13,22,10.89,3.750,3.05,103,3486,0.00,2.16,2.04,0.000,0.000,0.000,-9.09,9.6,46,0.000,0.530,0.000,-0.671,0
144.574,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.16,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1342,358,3,0.0,24.00,1.91,0.659,327.5,13,22,10.88,3.757,3.05,103,3484,0.00,2.16,2.08,0.000,0.000,0.000,-9.09,9.6,46,0.000,0.530,0.000,-0.671,0
144.605,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.15,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1343,358,3,0.0,24.00,1.91,0.659,327.5,13,22,10.87,3.778,3.06,103,3479,0.00,2.16,2.02,0.000,0.000,0.000,-9.09,9.6,46,0.000,0.530,0.000,-0.671,0
144.621,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.20,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1343,358,3,0.0,24.00,1.91,0.659,327.0,13,22,10.86,3.738,3.01,103,3479,0.00,2.16,2.07,0.000,0.000,0.000,-9.09,9.6,46,0.000,0.530,0.000,-0.671,0
144.643,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.17,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1343,358,3,0.0,24.00,1.91,0.659,327.0,13,22,10.85,3.546,3.04,103,3479,0.00,2.16,2.09,0.000,0.000,0.000,-9.09,9.6,46,0.000,0.530,0.000,-0.671,0
144.660,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.38,-11.13,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1348,358,3,0.0,24.00,1.91,0.659,327.0,13,22,10.85,3.870,3.08,103,3473,0.00,2.16,2.02,0.000,0.000,0.000,-9.09,9.6,46,0.000,0.536,0.000,-0.671,0
144.691,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.38,-11.18,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1348,358,3,0.0,24.00,1.91,0.659,327.0,13,22,10.85,3.753,3.04,103,3472,0.00,2.00,2.08,0.000,0.000,0.000,-9.10,9.6,45,0.000,0.536,0.000,-0.671,0
144.714,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.14,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1348,358,3,0.0,24.00,1.91,0.659,327.0,13,22,10.86,3.726,3.08,103,3470,0.00,1.81,2.06,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.536,0.000,-0.671,0
144.727,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.18,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1348,358,3,0.0,24.00,1.91,0.659,327.0,13,22,10.85,3.626,3.04,103,3468,0.00,1.81,2.07,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.536,0.000,-0.671,0
144.746,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.16,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1348,358,3,0.0,24.00,1.90,0.659,327.0,13,22,10.85,3.698,3.05,103,3463,0.00,1.81,2.05,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.530,0.000,-0.671,0
144.771,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.15,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1354,358,3,0.0,24.00,1.90,0.659,327.0,13,22,10.85,3.732,3.07,103,3461,0.00,1.81,2.08,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.536,0.000,-0.671,0
144.794,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.12,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1354,358,3,0.0,24.00,1.89,0.659,326.5,13,22,10.85,3.721,3.10,103,3448,0.00,1.93,2.00,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.530,0.000,-0.671,0
144.811,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.18,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1354,358,3,0.0,24.00,1.89,0.659,326.5,13,22,10.84,3.616,3.03,103,3444,0.00,1.93,2.05,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.530,0.000,-0.671,0
144.837,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.16,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1354,358,3,0.0,24.00,1.89,0.659,326.0,13,22,10.83,3.813,3.05,103,3440,0.00,1.93,2.06,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.530,0.000,-0.671,0
144.853,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.15,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1359,358,3,0.0,24.00,1.89,0.659,326.0,13,22,10.83,3.673,3.06,103,3433,0.00,1.93,2.05,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.530,0.000,-0.671,0
144.876,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.12,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1359,358,3,0.0,24.00,1.88,0.659,326.0,13,22,10.84,3.772,3.09,103,3431,0.00,1.93,2.02,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.536,0.000,-0.671,0
144.892,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.38,-11.19,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1359,358,3,0.0,24.00,1.88,0.659,326.0,13,22,10.85,3.695,3.02,103,3431,0.00,1.93,2.08,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.536,0.000,-0.671,0
144.913,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.14,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1359,358,3,0.0,24.00,1.89,0.659,326.0,13,22,10.85,3.684,3.07,103,3433,0.00,1.81,2.08,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.536,0.000,-0.671,0
144.944,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.14,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1364,358,3,0.0,24.00,1.89,0.659,326.0,13,22,10.85,3.742,3.07,103,3438,0.00,1.81,2.05,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.530,0.000,-0.671,0
144.973,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.18,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1364,358,3,0.0,24.00,1.88,0.659,326.0,13,22,10.86,3.639,3.04,103,3430,0.00,1.93,2.07,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.530,0.000,-0.671,0
144.990,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.14,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1364,358,3,0.0,24.00,1.88,0.659,326.0,13,22,10.85,3.802,3.07,103,3428,0.00,1.93,2.02,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.536,0.000,-0.671,0
145.018,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.38,-11.12,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1368,358,3,0.0,24.00,1.88,0.659,326.0,13,22,10.84,3.661,3.09,103,3424,0.00,1.93,2.02,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.530,0.000,-0.671,0
145.041,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.38,-11.20,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1370,358,3,0.0,24.00,1.87,0.659,325.5,13,22,10.84,3.823,3.02,103,3410,0.00,1.93,2.09,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.536,0.000,-0.671,0
145.055,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.12,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1370,358,3,0.0,24.00,1.87,0.659,325.5,13,22,10.84,3.642,3.10,103,3408,0.00,1.93,2.05,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.530,0.000,-0.671,0
145.084,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.13,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1370,358,3,0.0,24.00,1.87,0.659,325.5,13,22,10.82,3.758,3.08,103,3404,0.00,1.93,2.04,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.530,0.000,-0.671,0
145.100,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.22,-11.18,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1374,358,3,0.0,24.00,1.87,0.659,325.5,13,22,10.83,3.727,3.04,103,3398,0.00,1.93,2.07,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.530,0.000,-0.671,0
145.127,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.38,-11.18,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1374,358,3,0.0,24.00,1.87,0.659,325.5,13,22,10.84,3.729,3.04,103,3400,0.00,1.93,2.08,0.000,0.000,0.000,-9.11,9.6,45,0.000,0.530,0.000,-0.671,0
145.151,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.30,-11.17,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1375,358,3,0.0,24.00,1.87,0.659,325.0,13,22,10.83,3.560,3.05,103,3398,0.00,1.93,2.03,0.000,0.000,0.000,-9.11,9.5,45,0.000,0.530,0.000,-0.671,0
145.163,off,0.00,0.00,-2.73,0.00,21.90,12,0,0.0,14.21,14.38,-11.16,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1375,358,3,0.0,24.00,1.87,0.659,325.0,13,22,10.81,3.749,3.05,103,3396,0.00,1.93,2.04,0.000,0.000,0.000,-9.11,9.5,45,0.000,0.530,0.000,-0.671,0
